Unnamed: 0,Question,A,B,C,D,Answer,Subject,Subcategory
19,将 10.0 公斤放射性物质减少到 1.0 微克大约需要经过多少个半衰期？,8,13,29,34,D,high_school_chemistry,chemistry
123,以下哪种物质的命名需要在阳离子后面使用罗马数字？,CaCl2,CuCl2,AlBr3,K2Cr2O7,B,high_school_chemistry,chemistry
168,亚硝酸是一种弱酸，而硝酸是一种更强的酸，因为,硝酸中的氮比亚硝酸中的氮更具负电性,硝酸的分子式中有更多的氧原子,硝酸中的 –O–H 键比亚硝酸中的 –O–H 键弱得多，这是因为硝酸中的氧原子具有更强的吸电子作用,硝酸的氢原子直接与氮原子结合,C,high_school_chemistry,chemistry
33,下列哪项陈述不是四甲基硅烷用作 1H 化学位移参考物的原因？,它的 1H 谱是单谱线。,它的质子受到很强的屏蔽。,它能溶于大多数有机溶剂。,大多数有机化合物不含硅原子。,D,college_chemistry,chemistry
5,氮氧自由基是稳定的自由基，其中未配对的电子与两个等效的氮核耦合。对于 J << a 的刚性氮氧自由基双自由基溶液，电子顺磁共振波 (EPR) 谱中会出现多少条谱线？,3 条,9 条,5 条,7 条,B,college_chemistry,chemistry
1,碳的原子半径为 77 pm，第一电离能为 1086 kJ/mol。,70 pm，1402 kJ/mol,86 pm，898 kJ/mol,135 pm，523 kJ/mol,40 pm，995 kJ/mol,A,high_school_chemistry,chemistry
45,苯和氯仿的 13C 化学位移分别为 128.4 ppm 和 77.2 ppm。计算在 600 MHz 光谱仪上两种化合物的 13C NMR 频率之差？,7.73 kHz,30.7 kHz,91.6 kHz,122 kHz,A,college_chemistry,chemistry
75,确定一份氦气样品的最终温度（℃）。该样品最初在 127℃ 和 875 mm Hg 下占有 5.00 L 的体积。在恒定压力下加热样品，直到它占据 10.00 升的体积。,454℃,527℃,45℃,181℃,B,high_school_chemistry,chemistry
18,反应机理是一系列加起来等于整体反应化学计量的基本反应。在一个基本反应中生成并在另一个反应中被消耗的物质称为,催化剂,中间体,反应物,复合物,B,high_school_chemistry,chemistry
46,下列哪种溶液会的离子强度最高？（假设完全离解。）,0.050 M AlCl3,0.100 M NaCl,0.050 M CaCl2,0.100 M HCl,A,college_chemistry,chemistry
25,一种在室温下呈深色、不导电的液态元素是,汞,溴,碘,铋,B,high_school_chemistry,chemistry
92,52Cr 原子的电子数、中子数和质子数分别是多少？,24 个电子，24 个质子，24 个中子,27 个电子，27 个质子，24 个中子,24 个电子，28 个质子，24 个中子,24 个电子，24 个质子，28 个中子,D,high_school_chemistry,chemistry
185,将 0.0300 mol 的乙酸钠溶解在足够的水中制成 50 mL 的溶液，溶液的 pH 值是多少（乙酸的 Ka 是1.8 × 10^-5）？,7,9.26,4.74,11.02,B,high_school_chemistry,chemistry
179,镁的原子半径为 160 pm，第一电离能为 737 kJ。根据周期性趋势和上述数据，钠的电离能和原子半径最可能的值是多少？,"186 pm, 496 kJ/mol","186 pm, 898 kJ/mol","135 pm, 523 kJ/mol","147 pm, 523 kJ/mol",A,high_school_chemistry,chemistry
52,穿透力最强的亚原子粒子是,β 粒子,中子,质子,α 粒子,A,high_school_chemistry,chemistry
169,计算 1.0 M 苯酚 (C6H5OH) 溶液中的 H+(aq) 浓度。(苯酚的 Ka 为 1 × 10^-10。),1 × 10^-10 M,1 × 10^-9 M,1 × 10^-3 M,1 × 10^-5 M,D,high_school_chemistry,chemistry
172,氟的正常沸点为 85 K，而氯的沸点为 239 K。Cl2 分子比 F2 大得多（氯的原子半径为 99 pm，氟为 64 pm）。以下哪一项最好地解释了沸点差异？,氯的偶极矩比氟高。,Cl2 分子的分子内键比 F2 分子的分子内键要弱得多。,Cl2 电子云比 F2 电子云更容易极化，导致更强的伦敦力。,氯的质量比氟的质量大得多。,C,high_school_chemistry,chemistry
25,哪种核素在 20.0 T 磁场中 NMR 频率为 115.5 MHz？,17O,19F,29Si,31P,A,college_chemistry,chemistry
46,硝酸根离子 NO3- 的每个共振形式有多少个 σ 键和多少个 π 键？,1 个 σ 键和 2 个 π 键,2 个 σ 键和 1 个 π 键,1 个 σ 键和 1 个 π 键,3 个 σ 键和 1 个 π 键,D,high_school_chemistry,chemistry
183,S(s) + O2(g) → SO2(g),一个 S 原子与一个 O2 分子反应生成一个 SO2 分子,一摩尔硫原子与一摩尔氧分子反应生成一摩尔二氧化硫分子,平衡位置必须在产物一侧,熵增加将会很大,D,high_school_chemistry,chemistry
154,需要 26.3 mL 0.122 M KOH 来中和 0.682 克一元弱酸的摩尔质量是多少？,212 g mol-1,4.70 g mol-1,147 g mol-1,682 g mol-1,A,high_school_chemistry,chemistry
73,下列哪种物质通常不被认为是水中的有毒污染物？,碳酸,卤代烃,铅,汞,A,college_chemistry,chemistry
131,在下列含氧酸中，哪一种被预测为最强的酸？,HBrO,HClO,HIO,HClO3,D,high_school_chemistry,chemistry
9,亚硫酸是弱酸，而硫酸是强酸，这是因为,由于硫酸中的氧原子具有吸电子作用，硫酸中的 O-H 键比亚硫酸中的弱得多,硫酸的分子式中含有更多的氧原子,硫酸中的硫比亚硫酸中的硫更具电负性,硫酸中的氢原子直接与硫原子结合,A,high_school_chemistry,chemistry
39,液体的蒸气压与汽化热之间的关系表达在以下哪个方程中,里德伯方程,吉布斯自由能方程,克拉珀龙–克劳修斯方程,阿伦尼乌斯方程,C,high_school_chemistry,chemistry
184,预期以下哪一项的电负性最高？,S,Fe,W,Ag,A,high_school_chemistry,chemistry
98,以下哪一项对所有碱性物质都适用？,所有碱都向溶液中释放 OH- 离子。,只有强碱才能产生含有 OH- 离子的溶液。,只有强碱溶于溶液时才是良导体。,对于弱碱，OH- 离子的浓度超过溶液中碱的浓度。,C,high_school_chemistry,chemistry
42,液氨中最强的碱是？,NH3,NH2−,NH4+,N2H4,B,college_chemistry,chemistry
17,关于含有非手性配体的配合物光学异构现象，下列哪一项表述正确？,四方平面配合物仅在所有四个配体完全相同时才显示光学异构现象。,四面体配合物从不显示光学异构现象。,线性配合物在两种配体都不同时才显示光学异构现象。,单齿配体的八面体配合物仅在至少有三种不同配体时才表现出光学异构现象。,D,college_chemistry,chemistry
68,什么时候 Kp 和 Kc 的数值相同？,所有反应均处于绝对零度,当浓度处于标准状态时,浓度都是 1.00 摩尔时,当反应在恒定体积下压力没有变化时,D,high_school_chemistry,chemistry
76,氯氟烃 (CFC)（如 F3CCCl3）被认为是分解平流层臭氧的原因。哪种方法最适合测量空气样本中微量（亚 ppb）的 CFC？,使用气相色谱法将空气样品在毛细管柱上进行分离，然后进行电子捕获检测,使用气相色谱法将空气样品在毛细管柱上进行分离，然后进行热导率检测,使用气相色谱法将空气样品在毛细管柱上进行分离，然后进行火焰电离检测,将样品中的氯化物转化为氯化物离子，然后用 Ag+ 滴定,A,college_chemistry,chemistry
90,在一个延迟过程中，偏移频率Ω = 250 rad s-1 的自旋通过 60°的角度进动。延迟时间是多久？,4.19 ms,26.3 ms,240 ms,1510 ms,A,college_chemistry,chemistry
24,下列哪种是硅最常见的天然存在形式？,金属元素,硫化物,氟化物,氧化物,D,college_chemistry,chemistry
57,205Tl 的磁矩是多少？,"[ɣ (205TI = 1.569 x 108 T-1 s-1, I = ½]",0.717 x 10^-26 J T-1,0.827 x 10^-26 J T-1,1.433 x 10^-26 J T-1,C,college_chemistry,chemistry
92,氮氧自由基是稳定的自由基，其中未配对的电子与两个等效的氮核耦合。对于 J >> a 的刚性氮氧自由基双自由基溶液，电子顺磁共振波 (EPR) 谱中会出现多少条谱线？,3 条,9 条,5 条,7 条,D,college_chemistry,chemistry
77,元素硼的主要同素异形体是由下列哪种固态结构单位组成？,B12 二十面体,B8 立方体,B6 八面体,B4 四面体,A,college_chemistry,chemistry
37,完全中和 50.0 mL 的 0.150 M H3PO4 需要多少毫升 0.250 M KOH？,30.0 mL,27 mL,90.0 mL,270 mL,C,high_school_chemistry,chemistry
16,下列哪一项表明反应是自发的？,在平衡时，产物比反应物多,ΔG°值大于零,ΔS°值大于零,Keq 值小于 1,A,high_school_chemistry,chemistry
7,顺磁性和铁磁性都需要下列哪一项？,强氧化条件,低自旋电子构型,金属物理特性,不成对电子,D,college_chemistry,chemistry
151,请选择以下预期熵减少最大的反应。,C(s) + CO2(g) → 2 CO(g),2 Na(s) + O2(g) → Na2O2(s),CH4(g) + 2 O2(g) → CO2(g) + 2 H2O(g),2 NI3(s) → 3 I2(s) + N2(g),B,high_school_chemistry,chemistry
181,根据周期关系、与键强度相关的概念以及将键强度与酸强度相关的概念，下列哪一项正确预测了二元酸从最强到最弱的强度？,H2Se > H2O > H2S,H2S > H2Se > H2O,H2O < H2S < H2Se,H2Se > H2S > H2O,D,high_school_chemistry,chemistry
78,缓冲剂是由等浓度的弱酸及其共轭碱制成的。通过加水使缓冲溶液的体积加倍对其 pH 值有什么影响？,几乎没有影响。,显著增加 pH 值。,显著降低 pH 值。,将 pH 值渐近地变为酸的 pKa 值。,A,college_chemistry,chemistry
192,在水中收集气体时，重要的是,将温度设置为 0℃,确保气体不燃烧,等待气压计读数为 760,校正水的蒸气压,D,high_school_chemistry,chemistry
132,根据气体的运动分子理论，,气体粒子的平均动能与开尔文温度直接相关,理想气体粒子不会相互吸引或排斥,理想气体的原子或分子没有体积,(A)、(B) 和 (C) 属于该理论的一部分,D,high_school_chemistry,chemistry
119,溶解在水中的氢氧化钠的重量百分比为 50%。氢氧化钠的摩尔分数是多少？,31.00%,0.164,0.311,0.5,C,high_school_chemistry,chemistry
155,进行了一项实验，以确定酸与石灰石反应时形成的二氧化碳气体（在水中收集的）的摩尔数。为此，称量一块干燥的石灰石。然后收集二氧化碳，直到石灰石消失。测得大气压力为 0.965 atm。温度为 295 K。测量 CO2 的体积，精确到毫升，并根据水的蒸汽压进行校正。学生连续得到比预期低的结果。你能说说为什么吗？,石灰石从来都不是纯 CaCO3。,石灰石是 Ca(HCO3)2。,二氧化碳在水中相当易溶。,也许没有足够的酸溶解所有的石灰石。,C,high_school_chemistry,chemistry
63,"下列哪项是质谱分析的特点？
I. 分析物分子被转化为气体离子。
II. 按照质量与电荷比分离离子。
III. 质谱不仅可以用于化合物鉴别，还可以用于确定精确的同位素质量和同位素比。",仅 II,仅 I 和 II,仅 I 和 III,I、II 和 III,D,college_chemistry,chemistry
82,自由感应衰减的振幅在 1.0 秒之后降至其初始强度的 25%。假设指数弛豫并且Ω = 0，确定 T2 的值,0.721 s,0.750 s,1.386 s,1.661 s,D,college_chemistry,chemistry
136,请在以下列表中找出布朗斯特-劳里共轭酸碱对。,H3O+ 和 OH-,H3PO4 和 H3PO3,HC2H3O2 和 C2H3O2-,HC2H3O2 和 C2H3O2-,C,high_school_chemistry,chemistry
104,考察了四种元素的原子:碳、氮、氖和硫。哪种元素的光电子能谱中代表具有最低电离能的电子的峰比所有其他峰高三倍？,碳,氮,氖,硫,C,high_school_chemistry,chemistry
149,考察了四种元素的原子：碳、氮、氖和硫。哪种元素的原子磁矩最强？,碳,氮,氖,硫,B,high_school_chemistry,chemistry
4,锑的符号为,W,Sb,Fe,An,B,high_school_chemistry,chemistry
200,碰撞理论中的反应速率不包括,每秒的碰撞次数,过渡态,每次碰撞的能量,每次碰撞的方向,B,high_school_chemistry,chemistry
93,S(s) + O2(g) → SO2(g),一个 S 原子与一个 O2 分子反应生成一个 SO2 分子,一摩尔硫原子与一摩尔氧分子反应生成一摩尔二氧化硫分子,该反应将完全进行,添加 S(s) 会改变平衡常数,D,high_school_chemistry,chemistry
84,溶液的形成通常可以被视为一个三步过程。步骤 1，将溶剂分子彼此分开以为溶质留出空间。步骤 2，将溶质分子分开以便它们能适应溶剂中的空间。步骤3，将分开的溶质和溶剂结合在一起，填充空间。关于上面所涉及的能量，下列哪个陈述是正确的？,步骤 1 和 2 是放热的，步骤 3 是吸热的。,步骤 1 和步骤 2 是吸热的，步骤 3 是放热的。,所有三个步骤都是放热的。,所有三个步骤都是吸热的。,B,high_school_chemistry,chemistry
32,有许多实验可以测定气体的分子质量。一种方法是通过加热烧瓶中的固体或液体来产生气体产物。气体通过一根管子，置换出倒置的装满水的瓶子中的水。测量起始材料的质量，以及置换水的体积和系统的温度。倒置的充水瓶中的压力等于外界压力。记录气压后，还需要什么信息来完成实验？,气体的生成热,水的密度,置换水的质量,水的蒸汽压,D,high_school_chemistry,chemistry
102,氯气最容易与以下哪种物质反应,甲苯,乙烯,乙酸,乙烷,B,high_school_chemistry,chemistry
96,当理想气体被允许等温膨胀时，下列哪一项是正确的？,q = 0,w = 0,E = 0,q = -w,D,high_school_chemistry,chemistry
75,斯托克斯方程τc = 4πηr3/3kBT 给出了半径为 r 的球形物体浸入粘度为η的液体中的旋转相关时间。一个相对分子质量为 Mr = 100 的小分子在 298K 的水中的τc = 50 ps。假设 Mr 与分子体积成正比，估算 Mr = 8400 的小蛋白质的τc。,420 ns,42 ns,4.2 ns,420 ps,C,college_chemistry,chemistry
76,必须用未成对电子绘制路易斯结构的物质称为,离子化合物,自由基,共振结构,极性分子,B,high_school_chemistry,chemistry
59,下述离子物质中，哪一个的晶格焓最大？,MgO,MgS,NaF,NaCl,A,college_chemistry,chemistry
93,氧化还原酶催化涉及至少有两种稳定正氧化态的金属离子的循环氧化和还原。下列哪组金属可能出现在氧化还原酶的活性位点？,Cu、Fe、Co,Zn、Ca、Ga,Sr、Ga、Mg,Na、Ba、Al,A,college_chemistry,chemistry
6,钴-60 用于癌症的放射治疗，它可以通过哪种物质轰击钴-59 来产生？,中子,α 粒子,β 粒子,X 射线,A,college_chemistry,chemistry
77,下列哪种分子预计具有最高的正常沸点？,CH3CH2CH2CH3,CH3CH2CH2CH2OH,CH3CH2CH2CH2Cl,CH3CH2CH2CH2Br,B,high_school_chemistry,chemistry
30,一名学生进行了五次滴定，得到的平均结果为 0.110 M，标准差为 0.001 M。如果滴定溶液的实际浓度为 0.100 M，那么下列哪项关于滴定结果的陈述是正确的？,准确但不精确,精确但不准确,既准确又精确,既不准确也不精确,B,college_chemistry,chemistry
22,在 25°C 时，在 1.00 L 纯水中最多可以溶解 1.0 mmol PbI_2。假设完全离解，25°C 下碘化铅的溶解度积常数 K_sp是,1.0 × 10^−3,1.0 × 10^−6,1.0 × 10^−9,4.0 × 10^−9,D,college_chemistry,chemistry
158,在一名化学系学生研究化学反应的过程中，她发现该反应在 1 atm 和 298 K 下是非自发的。但是，她了解到用干冰（-78°C）冷却系统会使反应变得自发。以下哪个组合必须适用于这个反应？,ΔH < 0，ΔS < 0，ΔG = 0,ΔH > 0，ΔS < 0，ΔG > 0,ΔH < 0，ΔS < 0，ΔG > 0,ΔH > 0，ΔS > 0，ΔG > 0,C,high_school_chemistry,chemistry
56,下列哪项陈述是正确的？,当 LUMO - HOMO 间隙较小且λ为正时，可以观察到较大的正 g 位移。,当 SOMO 和最低激发态之间的能量差较大时，会产生较大的 g 偏离。,当λ较大且 SOMO 和最低激发态之间的能量差较小时，则 g 偏离 ge 较大。,当λ较小且为正时，g 偏离 ge 较小。,C,college_chemistry,chemistry
142,亚硫酸 H2SO3 溶液存在于水溶液中。下列哪一项代表溶液中三种不同离子的浓度？,[SO32-] > [HSO3-] > [H2SO3],[H2SO3] > [HSO3-] > [SO32-],[H2SO3] > [HSO3-] = [SO32-],[SO32-] = [HSO3-] > [H2SO3],B,high_school_chemistry,chemistry
14,将液态 NH3 样品加热至沸点。沸腾过程中会发生以下哪种情况？,NH3 分子内的 N-H 键断裂。,随着 NH3 分子的加速，溶液的整体温度上升。,系统内的能量保持不变。,将分离的 NH3 分子结合在一起的氢键断裂。,D,high_school_chemistry,chemistry
187,水的摩尔汽化热为 +43.9 kJ。水汽化的熵变是多少？,8.49 J mol-1 K-1,4.184 J mol-1 K-1,2.78 J mol-1 K-1,118 J mol-1 K-1,D,high_school_chemistry,chemistry
182,以下哪项被认为是类金属？,Cr,Mn,Si,S,C,high_school_chemistry,chemistry
97,理想溶液是指,两种溶剂可以按任意比例互溶的混合物,具有与单独溶剂相同物理性质的混合物,混合物的势能与单独溶剂的势能相同,无色混合物,C,high_school_chemistry,chemistry
58,在酸性溶液中，溴酸根离子 BrO3- 可与其他物质反应生成 Br2。平衡溴酸根离子形成溴的半反应。平衡的半反应有,6 个电子在左侧,6 个电子在右侧,3 个电子在左侧,10 个电子在左侧,D,high_school_chemistry,chemistry
64,以下哪种物质是最强的 Brønsted-Lowry 酸？,HBrO,HBrO3,HBrO2,HBrO4,D,high_school_chemistry,chemistry
144,中性氯原子的第一电离能是 1.25 MJ/mol，中性氩原子的第一电离能是 1.52 MJ/mol。钾的中性原子的第一电离能值与那些值相比如何？,会比两者都大，因为钾的核电荷比氯和氩都大。,会比两者都大，因为钾原子的尺寸比氯和氩都小。,会比两者都小，因为钾中的电子更多，意味着它们彼此间更有效地排斥，并且去除一个电子所需的能量更少。,会比两者都小，因为钾的价电子比氯或氩的价电子离原子核更远。,D,high_school_chemistry,chemistry
84,"下列哪些步骤可以尽可能降低随机误差对测量结果的影响？
I. 信号平均化
II. 使用内标
III. 取多个样本结果的平均值",仅 I,仅 II,仅 III,仅 I 和 III,D,college_chemistry,chemistry
66,氢溴键的解离能定义为下列哪个反应的焓变 DH？,2 HBr(g) → H2(g) + Br2(l),HBr(g) → H+(g) + Br−(g),H(g) + Br(g) → HBr(g),HBr(g) → H(g) + Br(g),D,college_chemistry,chemistry
13,Br2(g) 与 Cl2(g) 反应生成 BrCl(g)，在某一温度下其平衡常数为 15.0。如果在一个 15.0 升的反应容器中初始存在 10.0 克 BrCl，那么在平衡时 BrCl 的浓度是多少？,3.8 × 10^-3 mol/L,5.77 × 10^-3 mol/L,1.97 × 10^-3 M,9.9 × 10^-4 M,A,high_school_chemistry,chemistry
67,下列哪个键的负端写在最后？,O—S,Br—N,N—C,P—Cl,D,high_school_chemistry,chemistry
150,氩可以在低温下液化，因为,偶极-偶极吸引力,氢键,瞬时偶极和感应偶极,非常低的温度,C,high_school_chemistry,chemistry
19,计算质子在 1T 磁场中的拉莫尔频率。,23.56 GHz,42.58 MHz,74.34 kHz,13.93 MHz,B,college_chemistry,chemistry
43,在下列各项中，用于推断原子结构的最重要的实验信息是,每种元素的密度,比热容,元素的发射光谱，特别是氢的发射光谱,每种元素发出的 X 射线,C,high_school_chemistry,chemistry
79,下列哪项被归类为共轭酸碱对？,HCl / NaOH,H3O+ / H2O,O2 / H2O,H+ / Cl−,B,college_chemistry,chemistry
44,对二氯苯被用作“樟脑丸”。这种化合物也可以命名为,"1,2-二氯苯","1,3-二氯苯","2,4-二氯苯","1,4-二氯苯",D,high_school_chemistry,chemistry
24,速率定律可使用化学计量系数来书写的是以下哪种反应？,沉淀反应,酸碱反应,基元反应,溶解度反应,C,high_school_chemistry,chemistry
72,55Mn 核素允许的能级数是：,3,5,8,4,A,college_chemistry,chemistry
15,计算 13C 原子核的磁矩 (μI)。,6.1445 x 10^-27 J T-1,3.1445 x 10^-27 J T-1,9.1445 x 10^-27 J T-1,1.1445 x 10^-28 J T-1,C,college_chemistry,chemistry
10,使用 400 MHz 光谱仪时，苯的 1H 拉莫尔频率比三氟乙酸高 1.656 kHz。苯的 1H 化学位移为 7.16 ppm。三氟乙酸的化学位移是多少？,3.02 ppm,5.03 ppm,10.56 ppm,11.30 ppm,D,college_chemistry,chemistry
63,溶剂 A 和溶剂 B 形成理想溶液。溶剂 A 在室温下的蒸气压为 345 torr。在相同温度下，溶剂 B 的蒸气压为 213 torr。当 A 的摩尔分数为 0.285 时，混合物的蒸气压是多少？,213 torr,345 torr,568 torr,251 torr,D,high_school_chemistry,chemistry
55,熔融溴化镁的电解预计会产生,在阳极生成镁，在阴极生成溴,在阴极生成镁，在阳极生成溴,在阴极生成镁，在阳极生成氧,在阳极生成溴，在阴极生成氢,B,high_school_chemistry,chemistry
97,在 20.0 T 磁场中，31P 的 NMR 频率是多少？,54.91 MHz,239.2 MHz,345.0 MHz,2167 MHz,C,college_chemistry,chemistry
68,薛定谔方程的精确解不能用于：,简谐振子,一维势箱中的粒子,刚性转子,氦原子,D,college_chemistry,chemistry
129,现有 12.0 M 的硫酸储备溶液。在混合之前，使用该储备溶液和水配制 100. mL 4.0 M 硫酸的最佳步骤是什么？,向烧瓶中加入 33.3 mL 的水，然后加入 66.7 mL 的 12.0 M 酸。,向烧瓶中加入 33.3 mL 的 12.0 M 酸，然后用 66.7 mL 水稀释。,向烧瓶中加入 67.7 mL 的 12.0 M 酸，然后用 33.3 mL 水稀释。,向烧瓶中加入 67.7 mL 的水，然后加入 33.3 mL 的 12.0 M 酸。,D,high_school_chemistry,chemistry
72,"假设 l = [1,2,3,4]，那么 Python3 中的 sum(l) 是什么？",4,1,10,8,C,high_school_computer_science,computer science
55,"假设任何赋值语句均可在单位时间内执行完毕。如果尽可能使用许多同样的处理器，那么，执行赋值 
A := B + C
B := A - B
C := A * E
D := A/F
E := B - C
F := A + B
 时，最少需要多少个时间单元才能达到与按所示顺序执行赋值时相同的结果？",1,2,3,4,C,college_computer_science,computer science
38,以下哪个是十进制数 231_{10} 的十六进制表示？,17_{16},E4_{16},E7_{16},F4_{16},C,high_school_computer_science,computer science
33,"关于使用页面的虚拟内存系统，以下哪一项陈述是正确的？
I. 虚拟地址空间可以大于物理内存空间。
II. 程序在执行期间必须全程停留在主存储器中。
III. 页面与程序的语义特征相对应。",只有 I,只有 II,I 和 II,I 和 III,A,college_computer_science,computer science
86,下列哪项最能解释当新设备连接到 Internet 时会发生什么？,为设备分配设备驱动程序。,为设备分配 Internet 协议 (IP) 地址。,为设备分配数据包编号。,为设备分配网站。,B,high_school_computer_science,computer science
71,K 倍交叉验证是,K 中的线性,K 中的二次,K 中的三次,K 中的指数,A,machine_learning,computer science
58,考虑以下三种场景，可以使用三种数据结构进行建模——字典/映射、队列和堆栈。场景 1：汽车在洗车场的单车道上排队。当每个司机到达洗车场入口时，司机都会下车。当司机走到洗车场出口付款并取车时，自动滑轮会将汽车移过洗车场。场景 2：参加真人秀电视选秀节目的参赛者在填写注册表后会获得一个唯一的数字 ID。场景 3：网球放在一个圆柱形的罐子里出售，这个罐子最多可装 3 个球，除了底部的球之外，每个球都放在下面的球上面。3 个球通过罐顶部的一个开口逐个放入罐中。3 个球通过同一个开口逐个从罐中取出。以下哪种数据结构最能模拟这些场景？场景 1 | 场景 2 |场景 3,字典/映射 | 队列 | 堆栈,字典/映射 | 堆栈 | 队列,队列 | 字典/映射 | 堆栈,堆栈 | 队列 | 字典/映射,C,high_school_computer_science,computer science
8,为什么用 C、C++ 等语言开发的应用程序容易发生缓冲区溢出？,预定义函数中没有字符串边界检查,外部存储器中没有存储检查,没有处理能力检查,没有数据库检查,A,computer_security,computer science
53,以下哪项最不可能表示网络钓鱼攻击？,银行发来的一封电子邮件要求您拨打卡上的号码以验证交易,商家发来的一封电子邮件要求您单击链接以重置密码,公用事业公司发来的一封电子邮件要求您输入您的出生日期和社会保险号以供验证,一封电子邮件表明您赢得了一大笔钱，并要求您输入您的银行账号，以便将钱转给您,A,high_school_computer_science,computer science
3,数字图像通常由图像中每个像素的红、绿、蓝值（RGB 三元组）表示。摄影师正在处理数字图像并覆盖原始图像。以下哪项描述了数字图像的无损转换？,以可能丢失信息但图像质量只会受到轻微损失的方式压缩图像。,通过平均每个像素中的红色、绿色和蓝色量并将此新值分配给新图像中的相应像素来创建图像的灰度。每个像素的新值代表灰色的阴影，范围从白色到黑色。,通过为每个像素创建新的 RGB 三元组来创建图像的负片，其中每个值都是通过从 255 中减去原始值来计算的。图像的负片与原始图像相反；亮区显示为暗色，颜色反转。,通过获取图片一部分的像素并将其复制到图片另一部分的像素来修改图像的一部分。,C,high_school_computer_science,computer science
30,以下哪一项关于中断的陈述是正确的？,如果存储周期被“窃取”，就会形成中断。,中断可以代替数据通道。,中断可以指示是否已完成 I/O 操作。,算术运算无法形成中断。,C,college_computer_science,computer science
62,"考虑以下数字。
 ° 二进制 1100
 ° 十进制 11
 ° 十六进制 D
 以下哪项按从小到大的顺序列出数字？",二进制 1100、十进制 11、十六进制 D,十进制 11、二进制 1100、十六进制 D,十进制 11、十六进制 D、二进制 1100,十六进制 D、十进制 11、二进制 1100,B,high_school_computer_science,computer science
60,陈述 1| PCA 和谱聚类（例如 Andrew Ng 的）对两个不同的矩阵执行特征分解。但是，这两个矩阵的大小相同。陈述 2| 由于分类是回归的特殊情况，因此逻辑回归是线性回归的特殊情况。,正确，正确,错误，错误,正确，错误,错误，正确,B,machine_learning,computer science
82,"关于使用 IPv4 协议通过网络节点发送的数据报，以下哪一项（或哪几项）陈述是正确的？
I. 源地址的数据报必须是通往目标地址的路径上的所有链路中最小的最大传输单元 (MTU)。
II. 在路由过程中，数据报可能会被分段。
III. 数据报只在目标地址重组。",只有 I,只有 II,只有 III,II 和 III,D,college_computer_science,computer science
73,"两台计算机通过在局域网上发送数据包来实现相互通信。这些数据包的大小为 1,000 字节。网络每秒可传输 1,000 个数据包。CPU 执行网络协议并发出一个数据包需要 10 毫秒。那么，一台计算机向另一台计算机发送数据时的最大速率大约是","10,000 字节/秒","25,000 字节/秒","100,000 字节/秒","500,000 字节/秒",C,college_computer_science,computer science
56,"如果表达式 E 和表达式 F 的变量存在可使这些表达式在词法上完全相同的替换，则 E 和 F 即可称为可统一的表达式。如果在以下三种表达式中，只有 w、x、y 和 z 是变量。
I. f(w,w)
II. f(x,1)
III. f(y,g(z))
那么，在以上表达式对中，哪一对（或多对）属于可统一表达式？","只有 (I, II)","只有 (I, III)","只有 (II, III)","只有 (I, II) 和 (I, III)",D,college_computer_science,computer science
7,陈述 1| 对于连续随机变量 x 及其概率分布函数 p(x)，对于所有 x，0 ≤ p(x) ≤ 1。陈述 2| 决策树是通过最小化信息增益来学习的。,正确，正确,错误，错误,正确，错误,错误，正确,B,machine_learning,computer science
89,"销售鞋类的零售商维护一个数据库，其中包含有关零售商商店中每件待售商品的以下信息的记录。

 ° 商品识别号
 ° 鞋类类型（运动鞋、靴子、凉鞋等）
 ° 售价（美元）
 ° 尺寸
 ° 颜色
 ° 可用数量

 仅使用数据库，可以确定下列哪项？",数据库中列出的哪些商品目前不在商店中,哪些颜色在男性中比女性更受欢迎,哪种鞋类在成年人中最受欢迎,特定月份售出的鞋子总数,A,high_school_computer_science,computer science
11,_ 表示既不能对训练数据进行建模，也不能推广到新数据。,拟合度高,过度拟合,欠拟合,以上皆是,C,machine_learning,computer science
79,特定磁盘单元使用位字符串来记录其磁道的占用和空闲情况，以 O 表示空闲，以 1 表示已占用。该字符串的 32 位段的十六进制值为 D4FE2003。那么，磁盘相应部分已占用磁道的百分比（取最近值）为,12%,25%,38%,44%,D,college_computer_science,computer science
82,给定一个来自心脏病患者的大量医疗记录数据集，尝试了解这些患者是否可能存在不同的群集，我们可以针对这些群集制定单独的治疗方案。这是什么样的学习问题？,监督学习,无监督学习,(a) 和 (b) 都一样,(a) 和 (b) 都不是,B,machine_learning,computer science
9,假设多级目录结构的文件共享是通过目录条目实现的，且目录条目是指向某个节点的链接，而此节点包含某个共享文件的信息。那么，此节点中的信息包含 (1) 文件的所有者，(2) 指向该文件的链接的数量，(3) 此文件的磁盘区数量。此共享方法主要的缺点是什么？,如果所有者修改文件，其他未共享的用户将能够看到相应变更。,如果所有者重命名文件，其他用户将无法访问此文件。,如果所有者有权删除某个文件，可能会导致死链。,如果任何一位共享了文件的用户对此文件进行了增补，则其他共享的用户无法访问新的磁盘区。,C,college_computer_science,computer science
110,我们正在训练具有两个隐藏层的全连接网络来预测房价。输入是 $100$ 维的，并具有几个特征，例如平方英尺数、家庭收入中位数等。第一个隐藏层有 $1000$ 个激活。第二个隐藏层有 $10$ 个激活。输出是一个表示房价的标量。假设一个具有仿射变换的原始网络，没有批量归一化，激活函数中没有可学习的参数，这个网络有多少个参数？,111021,110010,111110,110011,A,machine_learning,computer science
